ID	B1	B2	B3	B4	B5	B6	B7	NDII
7603	0.0689	0.2417	0.0399	0.0690	0.2516	0.1960	0.1359	0.104
7604	0.0674	0.2448	0.0396	0.0687	0.2501	0.1907	0.1308	0.124
7605	0.0662	0.2474	0.0394	0.0685	0.2487	0.1861	0.1264	0.141
7606	0.0651	0.2496	0.0393	0.0683	0.2474	0.1820	0.1225	0.157
7607	0.0641	0.2514	0.0391	0.0681	0.2463	0.1785	0.1192	0.170
7608	0.0633	0.2530	0.0390	0.0680	0.2453	0.1755	0.1162	0.181
7609	0.0626	0.2543	0.0389	0.0678	0.2444	0.1728	0.1137	0.191
7610	0.0620	0.2555	0.0388	0.0677	0.2436	0.1706	0.1115	0.199
7611	0.0615	0.2564	0.0387	0.0677	0.2429	0.1686	0.1096	0.207
7612	0.0611	0.2573	0.0387	0.0676	0.2423	0.1668	0.1079	0.213
7613	0.0607	0.2580	0.0386	0.0675	0.2418	0.1653	0.1064	0.219
7614	0.0603	0.2586	0.0386	0.0675	0.2413	0.1640	0.1052	0.224
7615	0.0600	0.2591	0.0385	0.0674	0.2410	0.1629	0.1040	0.228
7616	0.0598	0.2595	0.0385	0.0674	0.2406	0.1619	0.1031	0.232
7617	0.0595	0.2599	0.0384	0.0673	0.2404	0.1611	0.1022	0.235
7618	0.0593	0.2602	0.0384	0.0673	0.2401	0.1603	0.1015	0.238
7619	0.0592	0.2605	0.0384	0.0673	0.2399	0.1597	0.1009	0.240
7620	0.0590	0.2608	0.0384	0.0673	0.2397	0.1591	0.1003	0.242
7621	0.0815	0.2316	0.0423	0.0726	0.2789	0.2533	0.1798	-0.045
7622	0.0781	0.2453	0.0416	0.0721	0.2849	0.2476	0.1701	-0.005
7623	0.0753	0.2571	0.0410	0.0717	0.2893	0.2420	0.1616	0.030
7624	0.0729	0.2673	0.0406	0.0713	0.2927	0.2369	0.1542	0.060
7625	0.0709	0.2762	0.0402	0.0710	0.2953	0.2321	0.1478	0.087
7626	0.0691	0.2839	0.0399	0.0708	0.2972	0.2278	0.1423	0.110
7627	0.0677	0.2906	0.0397	0.0706	0.2987	0.2240	0.1374	0.129
7628	0.0664	0.2964	0.0395	0.0704	0.2998	0.2206	0.1333	0.147
7629	0.0654	0.3014	0.0393	0.0703	0.3007	0.2177	0.1296	0.161
7630	0.0644	0.3057	0.0392	0.0702	0.3014	0.2151	0.1265	0.174
7631	0.0636	0.3095	0.0390	0.0701	0.3019	0.2128	0.1237	0.185
7632	0.0629	0.3127	0.0389	0.0700	0.3024	0.2109	0.1213	0.194
7633	0.0623	0.3155	0.0389	0.0700	0.3027	0.2092	0.1193	0.203
7634	0.0618	0.3179	0.0388	0.0699	0.3030	0.2077	0.1175	0.210
7635	0.0614	0.3200	0.0387	0.0699	0.3032	0.2064	0.1159	0.216
7636	0.0610	0.3218	0.0387	0.0699	0.3034	0.2053	0.1145	0.221
7637	0.0607	0.3233	0.0386	0.0698	0.3035	0.2044	0.1133	0.225
7638	0.0604	0.3246	0.0386	0.0698	0.3036	0.2036	0.1123	0.229
7639	0.0601	0.3257	0.0385	0.0698	0.3037	0.2029	0.1114	0.232
7640	0.0599	0.3267	0.0385	0.0698	0.3038	0.2022	0.1106	0.235
7641	0.0597	0.3276	0.0385	0.0697	0.3039	0.2017	0.1099	0.238
7642	0.0595	0.3283	0.0385	0.0697	0.3039	0.2012	0.1093	0.240
7643	0.0594	0.3289	0.0384	0.0697	0.3040	0.2008	0.1088	0.242
7644	0.0812	0.2015	0.0423	0.0709	0.2441	0.2284	0.1758	-0.063
7645	0.0778	0.2049	0.0415	0.0699	0.2396	0.2165	0.1651	-0.027
7646	0.0749	0.2075	0.0410	0.0691	0.2352	0.2060	0.1558	0.004
7647	0.0725	0.2096	0.0405	0.0684	0.2310	0.1969	0.1479	0.031
7648	0.0704	0.2111	0.0401	0.0678	0.2272	0.1891	0.1410	0.055
7649	0.0686	0.2124	0.0398	0.0673	0.2238	0.1822	0.1350	0.077
7650	0.0672	0.2134	0.0396	0.0669	0.2208	0.1762	0.1299	0.095
7651	0.0659	0.2142	0.0394	0.0666	0.2181	0.1711	0.1254	0.112
7652	0.0648	0.2149	0.0392	0.0663	0.2157	0.1666	0.1215	0.127
7653	0.0638	0.2154	0.0391	0.0660	0.2137	0.1627	0.1181	0.140
7654	0.0630	0.2159	0.0389	0.0658	0.2119	0.1593	0.1152	0.151
7655	0.0623	0.2162	0.0388	0.0657	0.2103	0.1563	0.1126	0.161
7656	0.0617	0.2165	0.0387	0.0655	0.2090	0.1538	0.1104	0.169
7657	0.0612	0.2168	0.0387	0.0654	0.2078	0.1516	0.1085	0.177
7658	0.0607	0.2170	0.0386	0.0653	0.2068	0.1496	0.1068	0.184
7659	0.0603	0.2172	0.0385	0.0652	0.2059	0.1479	0.1053	0.190
7660	0.0600	0.2174	0.0385	0.0651	0.2052	0.1465	0.1040	0.195
7661	0.0597	0.2175	0.0385	0.0650	0.2045	0.1452	0.1029	0.199
7662	0.0594	0.2177	0.0384	0.0650	0.2040	0.1441	0.1019	0.203
7663	0.0592	0.2178	0.0384	0.0649	0.2035	0.1431	0.1011	0.207
7664	0.0590	0.2179	0.0384	0.0649	0.2031	0.1423	0.1003	0.210
7665	0.0588	0.2180	0.0383	0.0648	0.2027	0.1416	0.0997	0.213
7666	0.0587	0.2180	0.0383	0.0648	0.2024	0.1409	0.0991	0.215
7667	0.0815	0.2363	0.0423	0.0728	0.2854	0.2602	0.1823	-0.048
7668	0.0781	0.2518	0.0416	0.0723	0.2935	0.2564	0.1731	-0.009
7669	0.0753	0.2653	0.0410	0.0720	0.3000	0.2524	0.1651	0.025
7670	0.0729	0.2771	0.0406	0.0716	0.3051	0.2485	0.1581	0.054
7671	0.0709	0.2875	0.0402	0.0714	0.3092	0.2447	0.1520	0.080
7672	0.0692	0.2965	0.0399	0.0712	0.3125	0.2413	0.1467	0.103
7673	0.0677	0.3044	0.0397	0.0710	0.3151	0.2382	0.1421	0.122
7674	0.0665	0.3114	0.0395	0.0709	0.3173	0.2354	0.1381	0.139
7675	0.0654	0.3174	0.0393	0.0708	0.3190	0.2329	0.1346	0.154
7676	0.0645	0.3227	0.0392	0.0707	0.3205	0.2307	0.1316	0.166
7677	0.0637	0.3272	0.0391	0.0706	0.3217	0.2288	0.1290	0.177
7678	0.0630	0.3312	0.0390	0.0706	0.3227	0.2272	0.1267	0.186
7679	0.0624	0.3347	0.0389	0.0705	0.3235	0.2257	0.1247	0.194
7680	0.0619	0.3377	0.0388	0.0705	0.3242	0.2245	0.1230	0.201
7681	0.0615	0.3403	0.0387	0.0704	0.3248	0.2234	0.1215	0.207
7682	0.0611	0.3425	0.0387	0.0704	0.3253	0.2224	0.1202	0.213
7683	0.0607	0.3445	0.0386	0.0704	0.3257	0.2216	0.1191	0.217
7684	0.0604	0.3462	0.0386	0.0704	0.3260	0.2209	0.1181	0.221
7685	0.0602	0.3476	0.0385	0.0703	0.3263	0.2203	0.1172	0.224
7686	0.0600	0.3489	0.0385	0.0703	0.3266	0.2198	0.1165	0.227
7687	0.0598	0.3499	0.0385	0.0703	0.3268	0.2194	0.1158	0.229
7688	0.0596	0.3509	0.0385	0.0703	0.3270	0.2190	0.1153	0.231
7689	0.0594	0.3517	0.0384	0.0703	0.3271	0.2186	0.1148	0.233
7690	0.0813	0.2070	0.0423	0.0713	0.2499	0.2314	0.1759	-0.056
7691	0.0779	0.2121	0.0416	0.0704	0.2470	0.2201	0.1652	-0.019
7692	0.0750	0.2162	0.0410	0.0696	0.2439	0.2102	0.1560	0.014
7693	0.0726	0.2195	0.0405	0.0690	0.2408	0.2016	0.1481	0.043
7694	0.0705	0.2223	0.0402	0.0685	0.2379	0.1940	0.1412	0.068
7695	0.0688	0.2245	0.0399	0.0681	0.2352	0.1874	0.1352	0.090
7696	0.0673	0.2263	0.0396	0.0677	0.2328	0.1817	0.1301	0.109
7697	0.0660	0.2278	0.0394	0.0674	0.2306	0.1767	0.1256	0.126
7698	0.0649	0.2290	0.0392	0.0672	0.2287	0.1724	0.1217	0.141
7699	0.0640	0.2301	0.0391	0.0670	0.2270	0.1687	0.1184	0.154
7700	0.0632	0.2310	0.0390	0.0668	0.2255	0.1654	0.1154	0.165
7701	0.0625	0.2317	0.0389	0.0666	0.2242	0.1626	0.1129	0.175
7702	0.0619	0.2324	0.0388	0.0665	0.2231	0.1601	0.1107	0.184
7703	0.0613	0.2329	0.0387	0.0664	0.2221	0.1580	0.1087	0.192
7704	0.0609	0.2333	0.0386	0.0663	0.2213	0.1562	0.1070	0.198
7705	0.0605	0.2337	0.0386	0.0662	0.2205	0.1545	0.1056	0.204
7706	0.0601	0.2341	0.0385	0.0662	0.2199	0.1531	0.1043	0.209
7707	0.0598	0.2344	0.0385	0.0661	0.2194	0.1519	0.1032	0.213
7708	0.0596	0.2346	0.0384	0.0661	0.2189	0.1509	0.1022	0.217
7709	0.0594	0.2348	0.0384	0.0660	0.2185	0.1499	0.1013	0.221
7710	0.0592	0.2350	0.0384	0.0660	0.2182	0.1491	0.1006	0.224
7711	0.0590	0.2352	0.0384	0.0659	0.2179	0.1484	0.1000	0.226
7712	0.0588	0.2353	0.0383	0.0659	0.2176	0.1478	0.0994	0.228
7713	0.0813	0.2109	0.0423	0.0716	0.2543	0.2339	0.1761	-0.052
7714	0.0779	0.2174	0.0416	0.0707	0.2526	0.2232	0.1654	-0.013
7715	0.0750	0.2227	0.0410	0.0700	0.2505	0.2138	0.1562	0.020
7716	0.0726	0.2272	0.0405	0.0695	0.2483	0.2055	0.1483	0.050
7717	0.0706	0.2305	0.0402	0.0690	0.2460	0.1982	0.1415	0.075
7718	0.0688	0.2334	0.0399	0.0686	0.2439	0.1919	0.1355	0.098
7719	0.0674	0.2360	0.0396	0.0683	0.2420	0.1864	0.1304	0.118
7720	0.0661	0.2381	0.0394	0.0680	0.2402	0.1816	0.1260	0.135
7721	0.0650	0.2398	0.0392	0.0678	0.2386	0.1774	0.1221	0.150
7722	0.0641	0.2413	0.0391	0.0676	0.2372	0.1738	0.1187	0.163
7723	0.0633	0.2425	0.0390	0.0674	0.2360	0.1706	0.1158	0.174
7724	0.0626	0.2435	0.0389	0.0673	0.2349	0.1679	0.1132	0.184
7725	0.0620	0.2444	0.0388	0.0672	0.2339	0.1655	0.1110	0.192
7726	0.0614	0.2453	0.0387	0.0671	0.2331	0.1635	0.1091	0.200
7727	0.0610	0.2458	0.0386	0.0670	0.2324	0.1617	0.1074	0.206
7728	0.0606	0.2464	0.0386	0.0669	0.2318	0.1602	0.1060	0.212
7729	0.0602	0.2469	0.0385	0.0669	0.2313	0.1588	0.1047	0.217
7730	0.0599	0.2473	0.0385	0.0668	0.2308	0.1576	0.1036	0.221
7731	0.0597	0.2475	0.0385	0.0668	0.2304	0.1566	0.1026	0.225
7732	0.0595	0.2480	0.0384	0.0667	0.2301	0.1557	0.1017	0.229
7733	0.0593	0.2481	0.0384	0.0667	0.2298	0.1550	0.1010	0.231
7734	0.0591	0.2485	0.0384	0.0667	0.2295	0.1543	0.1003	0.234
7735	0.0589	0.2485	0.0384	0.0666	0.2293	0.1537	0.0998	0.236
7736	0.0814	0.2239	0.0423	0.0723	0.2695	0.2449	0.1776	-0.045
7737	0.0780	0.2348	0.0416	0.0716	0.2723	0.2369	0.1673	-0.005
7738	0.0752	0.2440	0.0410	0.0711	0.2741	0.2296	0.1584	0.030
7739	0.0728	0.2519	0.0406	0.0707	0.2752	0.2230	0.1508	0.061
7740	0.0708	0.2586	0.0402	0.0703	0.2757	0.2172	0.1441	0.087
7741	0.0690	0.2643	0.0399	0.0701	0.2759	0.2119	0.1383	0.110
7742	0.0676	0.2693	0.0397	0.0698	0.2759	0.2073	0.1333	0.130
7743	0.0663	0.2734	0.0395	0.0696	0.2758	0.2033	0.1290	0.147
7744	0.0652	0.2770	0.0393	0.0695	0.2756	0.1998	0.1252	0.162
7745	0.0643	0.2801	0.0391	0.0693	0.2754	0.1968	0.1219	0.175
7746	0.0635	0.2827	0.0390	0.0692	0.2751	0.1941	0.1191	0.186
7747	0.0628	0.2850	0.0389	0.0691	0.2749	0.1918	0.1166	0.195
7748	0.0622	0.2869	0.0388	0.0691	0.2746	0.1898	0.1144	0.204
7749	0.0617	0.2886	0.0388	0.0690	0.2744	0.1881	0.1126	0.211
7750	0.0612	0.2900	0.0387	0.0689	0.2742	0.1866	0.1109	0.217
7751	0.0609	0.2912	0.0386	0.0689	0.2740	0.1853	0.1095	0.222
7752	0.0605	0.2922	0.0386	0.0688	0.2739	0.1842	0.1083	0.227
7753	0.0602	0.2931	0.0385	0.0688	0.2738	0.1832	0.1072	0.231
7754	0.0600	0.2939	0.0385	0.0688	0.2736	0.1824	0.1062	0.234
7755	0.0597	0.2945	0.0385	0.0688	0.2735	0.1816	0.1054	0.237
7756	0.0595	0.2951	0.0385	0.0687	0.2735	0.1810	0.1047	0.240
7757	0.0594	0.2956	0.0384	0.0687	0.2734	0.1804	0.1041	0.242
7758	0.0592	0.2960	0.0384	0.0687	0.2733	0.1800	0.1035	0.244
7759	0.0815	0.2318	0.0423	0.0726	0.2795	0.2540	0.1801	-0.046
7760	0.0781	0.2455	0.0416	0.0721	0.2856	0.2485	0.1704	-0.006
7761	0.0753	0.2574	0.0410	0.0717	0.2902	0.2432	0.1619	0.028
7762	0.0729	0.2677	0.0406	0.0713	0.2937	0.2381	0.1546	0.058
7763	0.0709	0.2766	0.0402	0.0710	0.2964	0.2335	0.1482	0.085
7764	0.0691	0.2844	0.0399	0.0708	0.2985	0.2293	0.1427	0.107
7765	0.0677	0.2911	0.0397	0.0706	0.3001	0.2255	0.1379	0.127
7766	0.0664	0.2969	0.0395	0.0705	0.3013	0.2222	0.1337	0.144
7767	0.0654	0.3020	0.0393	0.0703	0.3022	0.2193	0.1301	0.159
7768	0.0644	0.3063	0.0392	0.0702	0.3030	0.2168	0.1270	0.171
7769	0.0636	0.3101	0.0390	0.0701	0.3036	0.2146	0.1242	0.182
7770	0.0629	0.3134	0.0389	0.0701	0.3040	0.2126	0.1218	0.192
7771	0.0623	0.3162	0.0389	0.0700	0.3044	0.2110	0.1198	0.200
7772	0.0618	0.3186	0.0388	0.0700	0.3047	0.2095	0.1180	0.207
7773	0.0614	0.3207	0.0387	0.0699	0.3050	0.2083	0.1164	0.213
7774	0.0610	0.3225	0.0387	0.0699	0.3052	0.2072	0.1151	0.218
7775	0.0607	0.3240	0.0386	0.0698	0.3053	0.2062	0.1139	0.222
7776	0.0604	0.3254	0.0386	0.0698	0.3055	0.2054	0.1128	0.226
7777	0.0601	0.3265	0.0385	0.0698	0.3056	0.2047	0.1119	0.229
7778	0.0599	0.3275	0.0385	0.0698	0.3057	0.2041	0.1112	0.232
7779	0.0597	0.3283	0.0385	0.0698	0.3058	0.2036	0.1105	0.234
7780	0.0595	0.3291	0.0385	0.0698	0.3058	0.2032	0.1099	0.237
7781	0.0594	0.3297	0.0384	0.0697	0.3059	0.2028	0.1094	0.238
7782	0.0814	0.2223	0.0423	0.0722	0.2679	0.2436	0.1774	-0.046
7783	0.0780	0.2326	0.0416	0.0715	0.2701	0.2354	0.1670	-0.006
7784	0.0752	0.2413	0.0410	0.0710	0.2716	0.2278	0.1581	0.029
7785	0.0728	0.2487	0.0406	0.0706	0.2721	0.2210	0.1504	0.059
7786	0.0707	0.2550	0.0402	0.0702	0.2722	0.2150	0.1437	0.085
7787	0.0690	0.2604	0.0399	0.0699	0.2721	0.2096	0.1379	0.108
7788	0.0675	0.2649	0.0397	0.0696	0.2718	0.2049	0.1328	0.128
7789	0.0663	0.2688	0.0395	0.0694	0.2718	0.2008	0.1285	0.145
7790	0.0652	0.2722	0.0393	0.0693	0.2714	0.1972	0.1247	0.160
7791	0.0643	0.2750	0.0391	0.0691	0.2708	0.1941	0.1214	0.173
7792	0.0635	0.2774	0.0390	0.0690	0.2704	0.1914	0.1185	0.184
7793	0.0628	0.2795	0.0389	0.0689	0.2701	0.1890	0.1160	0.193
7794	0.0622	0.2813	0.0388	0.0688	0.2698	0.1870	0.1139	0.201
7795	0.0617	0.2828	0.0388	0.0688	0.2694	0.1852	0.1120	0.209
7796	0.0612	0.2841	0.0387	0.0687	0.2692	0.1837	0.1103	0.215
7797	0.0608	0.2852	0.0386	0.0687	0.2691	0.1824	0.1089	0.220
7798	0.0605	0.2862	0.0386	0.0686	0.2689	0.1812	0.1077	0.225
7799	0.0602	0.2870	0.0385	0.0686	0.2689	0.1802	0.1066	0.228
7800	0.0599	0.2877	0.0385	0.0686	0.2686	0.1794	0.1056	0.232
7801	0.0597	0.2883	0.0385	0.0685	0.2683	0.1786	0.1048	0.235
7802	0.0595	0.2888	0.0384	0.0685	0.2683	0.1780	0.1041	0.237
7803	0.0593	0.2892	0.0384	0.0685	0.2684	0.1774	0.1035	0.240
7804	0.0592	0.2896	0.0384	0.0685	0.2681	0.1769	0.1029	0.242
7805	0.0815	0.2317	0.0423	0.0726	0.2797	0.2544	0.1802	-0.047
7806	0.0781	0.2454	0.0416	0.0721	0.2858	0.2490	0.1705	-0.007
7807	0.0753	0.2572	0.0410	0.0717	0.2905	0.2437	0.1621	0.027
7808	0.0729	0.2675	0.0406	0.0713	0.2941	0.2387	0.1547	0.057
7809	0.0709	0.2764	0.0402	0.0710	0.2968	0.2341	0.1484	0.083
7810	0.0691	0.2842	0.0399	0.0708	0.2989	0.2300	0.1429	0.105
7811	0.0677	0.2909	0.0397	0.0706	0.3005	0.2263	0.1381	0.125
7812	0.0664	0.2967	0.0395	0.0704	0.3017	0.2230	0.1339	0.142
7813	0.0654	0.3017	0.0393	0.0703	0.3027	0.2201	0.1303	0.156
7814	0.0644	0.3060	0.0392	0.0702	0.3035	0.2176	0.1272	0.169
7815	0.0636	0.3098	0.0390	0.0701	0.3041	0.2154	0.1244	0.180
7816	0.0629	0.3130	0.0389	0.0701	0.3046	0.2135	0.1221	0.189
7817	0.0623	0.3158	0.0389	0.0700	0.3049	0.2118	0.1200	0.197
7818	0.0618	0.3182	0.0388	0.0699	0.3053	0.2104	0.1182	0.204
7819	0.0614	0.3203	0.0387	0.0699	0.3055	0.2091	0.1167	0.210
7820	0.0610	0.3221	0.0387	0.0699	0.3057	0.2080	0.1153	0.215
7821	0.0607	0.3237	0.0386	0.0698	0.3059	0.2071	0.1141	0.220
7822	0.0604	0.3250	0.0386	0.0698	0.3060	0.2063	0.1131	0.223
7823	0.0601	0.3261	0.0385	0.0698	0.3062	0.2056	0.1122	0.227
7824	0.0599	0.3271	0.0385	0.0698	0.3063	0.2050	0.1114	0.229
7825	0.0597	0.3279	0.0385	0.0698	0.3063	0.2045	0.1107	0.232
7826	0.0595	0.3287	0.0385	0.0697	0.3064	0.2041	0.1101	0.234
7827	0.0594	0.3293	0.0384	0.0697	0.3065	0.2037	0.1096	0.236
7828	0.0815	0.2366	0.0423	0.0728	0.2863	0.2616	0.1829	-0.050
7829	0.0781	0.2522	0.0416	0.0724	0.2948	0.2582	0.1739	-0.012
7830	0.0753	0.2658	0.0410	0.0720	0.3015	0.2546	0.1659	0.022
7831	0.0729	0.2777	0.0406	0.0717	0.3069	0.2509	0.1590	0.051
7832	0.0709	0.2882	0.0402	0.0714	0.3112	0.2474	0.1530	0.076
7833	0.0692	0.2973	0.0399	0.0712	0.3147	0.2442	0.1478	0.098
7834	0.0677	0.3053	0.0397	0.0710	0.3175	0.2412	0.1432	0.117
7835	0.0665	0.3123	0.0395	0.0709	0.3199	0.2385	0.1392	0.134
7836	0.0654	0.3184	0.0393	0.0708	0.3218	0.2362	0.1358	0.148
7837	0.0645	0.3237	0.0392	0.0707	0.3233	0.2341	0.1328	0.161
7838	0.0637	0.3284	0.0391	0.0706	0.3246	0.2322	0.1302	0.171
7839	0.0630	0.3324	0.0390	0.0706	0.3257	0.2306	0.1280	0.181
7840	0.0624	0.3359	0.0389	0.0705	0.3266	0.2292	0.1260	0.189
7841	0.0619	0.3389	0.0388	0.0705	0.3274	0.2280	0.1243	0.196
7842	0.0615	0.3416	0.0387	0.0705	0.3280	0.2270	0.1228	0.202
7843	0.0611	0.3438	0.0387	0.0704	0.3286	0.2261	0.1215	0.207
7844	0.0607	0.3458	0.0386	0.0704	0.3290	0.2253	0.1204	0.211
7845	0.0604	0.3475	0.0386	0.0704	0.3294	0.2246	0.1194	0.215
7846	0.0602	0.3490	0.0385	0.0704	0.3297	0.2241	0.1186	0.218
7847	0.0600	0.3503	0.0385	0.0704	0.3300	0.2236	0.1179	0.221
7848	0.0598	0.3514	0.0385	0.0703	0.3302	0.2231	0.1172	0.223
7849	0.0596	0.3523	0.0385	0.0703	0.3304	0.2227	0.1167	0.225
7850	0.0595	0.3532	0.0384	0.0703	0.3306	0.2224	0.1162	0.227
7851	0.0815	0.2388	0.0423	0.0729	0.2895	0.2654	0.1846	-0.053
7852	0.0782	0.2552	0.0416	0.0725	0.2990	0.2631	0.1759	-0.015
7853	0.0753	0.2696	0.0410	0.0721	0.3067	0.2603	0.1683	0.018
7854	0.0729	0.2823	0.0406	0.0718	0.3130	0.2574	0.1617	0.046
7855	0.0709	0.2934	0.0402	0.0716	0.3181	0.2545	0.1559	0.071
7856	0.0692	0.3033	0.0399	0.0714	0.3223	0.2517	0.1508	0.093
7857	0.0678	0.3119	0.0397	0.0712	0.3258	0.2492	0.1464	0.112
7858	0.0665	0.3194	0.0395	0.0711	0.3287	0.2468	0.1426	0.128
7859	0.0654	0.3261	0.0393	0.0710	0.3311	0.2448	0.1392	0.142
7860	0.0645	0.3319	0.0392	0.0709	0.3331	0.2429	0.1363	0.155
7861	0.0637	0.3369	0.0391	0.0709	0.3348	0.2413	0.1338	0.165
7862	0.0630	0.3414	0.0390	0.0708	0.3362	0.2399	0.1316	0.175
7863	0.0624	0.3452	0.0389	0.0708	0.3374	0.2386	0.1298	0.183
7864	0.0619	0.3486	0.0388	0.0707	0.3384	0.2375	0.1281	0.189
7865	0.0615	0.3515	0.0387	0.0707	0.3392	0.2366	0.1267	0.195
7866	0.0611	0.3541	0.0387	0.0707	0.3399	0.2358	0.1254	0.201
7867	0.0608	0.3563	0.0386	0.0706	0.3405	0.2351	0.1243	0.205
7868	0.0605	0.3582	0.0386	0.0706	0.3411	0.2345	0.1234	0.209
7869	0.0602	0.3599	0.0386	0.0706	0.3415	0.2340	0.1226	0.212
7870	0.0600	0.3613	0.0385	0.0706	0.3419	0.2335	0.1219	0.215
7871	0.0598	0.3625	0.0385	0.0706	0.3422	0.2331	0.1213	0.217
7872	0.0596	0.3636	0.0385	0.0706	0.3425	0.2328	0.1207	0.219
7873	0.0595	0.3646	0.0385	0.0706	0.3427	0.2325	0.1202	0.221
7874	0.0815	0.2347	0.0423	0.0728	0.2839	0.2591	0.1818	-0.049
7875	0.0781	0.2496	0.0416	0.0723	0.2915	0.2549	0.1725	-0.011
7876	0.0753	0.2625	0.0410	0.0719	0.2975	0.2507	0.1644	0.023
7877	0.0729	0.2738	0.0406	0.0715	0.3022	0.2465	0.1574	0.052
7878	0.0709	0.2836	0.0402	0.0713	0.3059	0.2426	0.1512	0.078
7879	0.0692	0.2922	0.0399	0.0710	0.3089	0.2390	0.1459	0.100
7880	0.0677	0.2997	0.0397	0.0709	0.3113	0.2358	0.1412	0.119
7881	0.0665	0.3062	0.0395	0.0707	0.3132	0.2329	0.1372	0.136
7882	0.0654	0.3119	0.0393	0.0706	0.3148	0.2303	0.1337	0.150
7883	0.0645	0.3168	0.0392	0.0705	0.3160	0.2281	0.1306	0.163
7884	0.0637	0.3211	0.0391	0.0704	0.3171	0.2261	0.1280	0.174
7885	0.0630	0.3248	0.0389	0.0704	0.3179	0.2244	0.1257	0.183
7886	0.0624	0.3280	0.0389	0.0703	0.3186	0.2229	0.1237	0.191
7887	0.0619	0.3308	0.0388	0.0703	0.3192	0.2216	0.1219	0.198
7888	0.0614	0.3332	0.0387	0.0703	0.3197	0.2205	0.1204	0.204
7889	0.0610	0.3353	0.0387	0.0702	0.3201	0.2195	0.1191	0.209
7890	0.0607	0.3371	0.0386	0.0702	0.3204	0.2187	0.1180	0.213
7891	0.0604	0.3386	0.0386	0.0702	0.3207	0.2180	0.1170	0.217
7892	0.0602	0.3400	0.0385	0.0702	0.3210	0.2174	0.1161	0.220
7893	0.0599	0.3411	0.0385	0.0701	0.3212	0.2168	0.1153	0.223
7894	0.0597	0.3421	0.0385	0.0701	0.3214	0.2164	0.1147	0.225
7895	0.0596	0.3430	0.0385	0.0701	0.3215	0.2160	0.1141	0.227
7896	0.0594	0.3437	0.0384	0.0701	0.3216	0.2156	0.1136	0.229
7897	0.0815	0.2329	0.0423	0.0727	0.2817	0.2568	0.1810	-0.049
7898	0.0781	0.2471	0.0416	0.0722	0.2885	0.2520	0.1715	-0.010
7899	0.0753	0.2593	0.0410	0.0717	0.2938	0.2472	0.1632	0.024
7900	0.0729	0.2700	0.0406	0.0714	0.2979	0.2426	0.1560	0.053
7901	0.0709	0.2793	0.0402	0.0711	0.3011	0.2384	0.1497	0.079
7902	0.0692	0.2874	0.0399	0.0709	0.3036	0.2345	0.1443	0.101
7903	0.0677	0.2944	0.0397	0.0707	0.3055	0.2311	0.1396	0.121
7904	0.0664	0.3005	0.0395	0.0706	0.3071	0.2280	0.1355	0.137
7905	0.0654	0.3058	0.0393	0.0704	0.3083	0.2252	0.1319	0.152
7906	0.0644	0.3103	0.0392	0.0703	0.3093	0.2229	0.1288	0.164
7907	0.0636	0.3143	0.0390	0.0703	0.3101	0.2208	0.1261	0.175
7908	0.0630	0.3177	0.0389	0.0702	0.3108	0.2190	0.1238	0.184
7909	0.0624	0.3207	0.0389	0.0701	0.3113	0.2174	0.1218	0.192
7910	0.0618	0.3232	0.0388	0.0701	0.3118	0.2160	0.1200	0.199
7911	0.0614	0.3254	0.0387	0.0700	0.3121	0.2148	0.1185	0.205
7912	0.0610	0.3273	0.0387	0.0700	0.3124	0.2138	0.1171	0.210
7913	0.0607	0.3290	0.0386	0.0700	0.3127	0.2129	0.1160	0.214
7914	0.0604	0.3304	0.0386	0.0700	0.3129	0.2122	0.1149	0.218
7915	0.0601	0.3316	0.0385	0.0699	0.3131	0.2115	0.1141	0.221
7916	0.0599	0.3327	0.0385	0.0699	0.3132	0.2110	0.1133	0.224
7917	0.0597	0.3336	0.0385	0.0699	0.3133	0.2105	0.1126	0.226
7918	0.0595	0.3343	0.0385	0.0699	0.3134	0.2100	0.1120	0.228
7919	0.0594	0.3350	0.0384	0.0699	0.3135	0.2097	0.1115	0.230
7920	0.0815	0.2304	0.0423	0.0726	0.2784	0.2535	0.1799	-0.048
7921	0.0781	0.2436	0.0416	0.0720	0.2842	0.2478	0.1701	-0.008
7922	0.0753	0.2550	0.0410	0.0716	0.2885	0.2423	0.1616	0.026
7923	0.0729	0.2649	0.0406	0.0712	0.2918	0.2371	0.1543	0.055
7924	0.0708	0.2735	0.0402	0.0709	0.2942	0.2324	0.1479	0.081
7925	0.0691	0.2808	0.0399	0.0707	0.2960	0.2282	0.1423	0.103
7926	0.0677	0.2872	0.0397	0.0705	0.2974	0.2244	0.1375	0.123
7927	0.0664	0.2927	0.0395	0.0703	0.2985	0.2210	0.1333	0.140
7928	0.0653	0.2975	0.0393	0.0702	0.2993	0.2180	0.1297	0.154
7929	0.0644	0.3016	0.0392	0.0701	0.3000	0.2155	0.1265	0.167
7930	0.0636	0.3052	0.0390	0.0700	0.3004	0.2132	0.1238	0.177
7931	0.0629	0.3082	0.0389	0.0699	0.3008	0.2113	0.1214	0.187
7932	0.0623	0.3109	0.0389	0.0698	0.3011	0.2096	0.1193	0.195
7933	0.0618	0.3131	0.0388	0.0698	0.3014	0.2081	0.1175	0.202
7934	0.0614	0.3151	0.0387	0.0698	0.3016	0.2068	0.1159	0.207
